name,waitTime,currentStatus,date,time,isRide
Slinky Dog Dash,120.0,OPERATING,04-02-2026,11:04,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,11:04,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,11:04,True
Star Wars: Rise of the Resistance,170.0,OPERATING,04-02-2026,11:04,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,11:04,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,11:04,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,11:04,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,11:04,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-02-2026,11:15,True
Walt Disney Presents,,OPERATING,04-02-2026,11:15,True
Alien Swirling Saucers,50.0,OPERATING,04-02-2026,11:15,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,11:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,11:15,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,11:15,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,11:15,True
The Twilight Zone™ Tower of Terror,50.0,OPERATING,04-02-2026,11:15,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,11:15,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,11:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,11:15,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-02-2026,11:30,True
Walt Disney Presents,,OPERATING,04-02-2026,11:30,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,11:30,True
Slinky Dog Dash,110.0,OPERATING,04-02-2026,11:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,11:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,11:30,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,11:30,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,11:30,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,11:30,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-02-2026,11:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,11:30,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,11:45,True
Walt Disney Presents,,OPERATING,04-02-2026,11:45,True
Alien Swirling Saucers,50.0,OPERATING,04-02-2026,11:45,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,11:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,11:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,11:45,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,11:45,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-02-2026,11:45,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,11:45,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-02-2026,11:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,11:45,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,12:00,True
Walt Disney Presents,,OPERATING,04-02-2026,12:00,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,12:00,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,12:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,12:00,True
Mickey & Minnie's Runaway Railway,75.0,OPERATING,04-02-2026,12:00,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,12:00,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-02-2026,12:00,True
Toy Story Mania!,60.0,OPERATING,04-02-2026,12:00,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-02-2026,12:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,12:00,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,12:15,True
Walt Disney Presents,,OPERATING,04-02-2026,12:15,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,12:15,True
Slinky Dog Dash,105.0,OPERATING,04-02-2026,12:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,12:15,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,12:15,True
Star Wars: Rise of the Resistance,150.0,OPERATING,04-02-2026,12:15,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,12:15,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,12:15,True
Star Tours – The Adventures Continue,40.0,OPERATING,04-02-2026,12:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,12:15,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,12:30,True
Walt Disney Presents,,OPERATING,04-02-2026,12:30,True
Alien Swirling Saucers,55.0,OPERATING,04-02-2026,12:30,True
Slinky Dog Dash,105.0,OPERATING,04-02-2026,12:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,12:30,True
Mickey & Minnie's Runaway Railway,55.0,OPERATING,04-02-2026,12:30,True
Star Wars: Rise of the Resistance,155.0,OPERATING,04-02-2026,12:30,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,12:30,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,12:30,True
Star Tours – The Adventures Continue,25.0,OPERATING,04-02-2026,12:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,12:30,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,12:45,True
Walt Disney Presents,,OPERATING,04-02-2026,12:45,True
Alien Swirling Saucers,55.0,OPERATING,04-02-2026,12:45,True
Slinky Dog Dash,105.0,OPERATING,04-02-2026,12:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,12:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,12:45,True
Star Wars: Rise of the Resistance,205.0,OPERATING,04-02-2026,12:45,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,12:45,True
Toy Story Mania!,60.0,OPERATING,04-02-2026,12:45,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-02-2026,12:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,12:45,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,13:00,True
Walt Disney Presents,,OPERATING,04-02-2026,13:00,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,13:00,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,13:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,13:00,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,13:00,True
Star Wars: Rise of the Resistance,185.0,OPERATING,04-02-2026,13:00,True
The Twilight Zone™ Tower of Terror,40.0,OPERATING,04-02-2026,13:00,True
Toy Story Mania!,60.0,OPERATING,04-02-2026,13:00,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-02-2026,13:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,13:00,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,13:15,True
Walt Disney Presents,,OPERATING,04-02-2026,13:15,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,13:15,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,13:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,13:15,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,13:15,True
Star Wars: Rise of the Resistance,185.0,OPERATING,04-02-2026,13:15,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,13:15,True
Toy Story Mania!,60.0,OPERATING,04-02-2026,13:15,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-02-2026,13:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,13:15,True
Millennium Falcon: Smugglers Run,80.0,OPERATING,04-02-2026,13:30,True
Walt Disney Presents,,OPERATING,04-02-2026,13:30,True
Alien Swirling Saucers,50.0,OPERATING,04-02-2026,13:30,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,13:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,13:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,13:30,True
Star Wars: Rise of the Resistance,185.0,OPERATING,04-02-2026,13:30,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-02-2026,13:30,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,13:30,True
Star Tours – The Adventures Continue,35.0,OPERATING,04-02-2026,13:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,13:30,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,13:45,True
Walt Disney Presents,,OPERATING,04-02-2026,13:45,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,13:45,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,13:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,13:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,13:45,True
Star Wars: Rise of the Resistance,185.0,OPERATING,04-02-2026,13:45,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-02-2026,13:45,True
Toy Story Mania!,70.0,OPERATING,04-02-2026,13:45,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,13:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,13:45,True
Millennium Falcon: Smugglers Run,55.0,OPERATING,04-02-2026,14:00,True
Walt Disney Presents,,OPERATING,04-02-2026,14:00,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,14:00,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,14:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,14:00,True
Mickey & Minnie's Runaway Railway,70.0,OPERATING,04-02-2026,14:00,True
Star Wars: Rise of the Resistance,185.0,OPERATING,04-02-2026,14:00,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-02-2026,14:00,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,14:00,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,14:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,14:00,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,14:15,True
Walt Disney Presents,,OPERATING,04-02-2026,14:15,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,14:15,True
Slinky Dog Dash,120.0,OPERATING,04-02-2026,14:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,14:15,True
Mickey & Minnie's Runaway Railway,75.0,OPERATING,04-02-2026,14:15,True
Star Wars: Rise of the Resistance,155.0,OPERATING,04-02-2026,14:15,True
The Twilight Zone™ Tower of Terror,75.0,OPERATING,04-02-2026,14:15,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,14:15,True
Star Tours – The Adventures Continue,25.0,OPERATING,04-02-2026,14:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,14:15,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-02-2026,14:30,True
Walt Disney Presents,,OPERATING,04-02-2026,14:30,True
Alien Swirling Saucers,50.0,OPERATING,04-02-2026,14:30,True
Slinky Dog Dash,130.0,OPERATING,04-02-2026,14:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,14:30,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,14:30,True
Star Wars: Rise of the Resistance,155.0,OPERATING,04-02-2026,14:30,True
The Twilight Zone™ Tower of Terror,65.0,OPERATING,04-02-2026,14:30,True
Toy Story Mania!,40.0,OPERATING,04-02-2026,14:30,True
Star Tours – The Adventures Continue,25.0,OPERATING,04-02-2026,14:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,14:30,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-02-2026,14:45,True
Walt Disney Presents,,OPERATING,04-02-2026,14:45,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,14:45,True
Slinky Dog Dash,125.0,OPERATING,04-02-2026,14:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,14:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,14:45,True
Star Wars: Rise of the Resistance,195.0,OPERATING,04-02-2026,14:45,True
The Twilight Zone™ Tower of Terror,50.0,OPERATING,04-02-2026,14:45,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,14:45,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,14:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,14:45,True
Millennium Falcon: Smugglers Run,75.0,OPERATING,04-02-2026,15:00,True
Walt Disney Presents,,OPERATING,04-02-2026,15:00,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,15:00,True
Slinky Dog Dash,115.0,OPERATING,04-02-2026,15:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,15:00,True
Mickey & Minnie's Runaway Railway,50.0,OPERATING,04-02-2026,15:00,True
Star Wars: Rise of the Resistance,195.0,OPERATING,04-02-2026,15:00,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,15:00,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,15:00,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,15:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,15:00,True
Millennium Falcon: Smugglers Run,70.0,OPERATING,04-02-2026,15:15,True
Walt Disney Presents,,OPERATING,04-02-2026,15:15,True
Alien Swirling Saucers,30.0,OPERATING,04-02-2026,15:15,True
Slinky Dog Dash,100.0,OPERATING,04-02-2026,15:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,15:15,True
Mickey & Minnie's Runaway Railway,50.0,OPERATING,04-02-2026,15:15,True
Star Wars: Rise of the Resistance,180.0,OPERATING,04-02-2026,15:15,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,15:15,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,15:15,True
Star Tours – The Adventures Continue,30.0,OPERATING,04-02-2026,15:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,15:15,True
Millennium Falcon: Smugglers Run,60.0,OPERATING,04-02-2026,15:30,True
Walt Disney Presents,,OPERATING,04-02-2026,15:30,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,15:30,True
Slinky Dog Dash,85.0,OPERATING,04-02-2026,15:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,15:30,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,15:30,True
Star Wars: Rise of the Resistance,170.0,OPERATING,04-02-2026,15:30,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-02-2026,15:30,True
Toy Story Mania!,65.0,OPERATING,04-02-2026,15:30,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,15:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,15:30,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,15:45,True
Walt Disney Presents,,OPERATING,04-02-2026,15:45,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,15:45,True
Slinky Dog Dash,90.0,OPERATING,04-02-2026,15:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,15:45,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,15:45,True
Star Wars: Rise of the Resistance,175.0,OPERATING,04-02-2026,15:45,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,15:45,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,15:45,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,15:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,15:45,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,16:00,True
Walt Disney Presents,,OPERATING,04-02-2026,16:00,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,16:00,True
Slinky Dog Dash,95.0,OPERATING,04-02-2026,16:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,16:00,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,16:00,True
Star Wars: Rise of the Resistance,170.0,OPERATING,04-02-2026,16:00,True
The Twilight Zone™ Tower of Terror,75.0,OPERATING,04-02-2026,16:00,True
Toy Story Mania!,40.0,OPERATING,04-02-2026,16:00,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,16:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,16:00,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,16:15,True
Walt Disney Presents,,OPERATING,04-02-2026,16:15,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,16:15,True
Slinky Dog Dash,,DOWN,04-02-2026,16:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,16:15,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,16:15,True
Star Wars: Rise of the Resistance,170.0,OPERATING,04-02-2026,16:15,True
The Twilight Zone™ Tower of Terror,75.0,OPERATING,04-02-2026,16:15,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,16:15,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,16:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,16:15,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,16:30,True
Walt Disney Presents,,OPERATING,04-02-2026,16:30,True
Alien Swirling Saucers,30.0,OPERATING,04-02-2026,16:30,True
Slinky Dog Dash,,DOWN,04-02-2026,16:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,16:30,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,16:30,True
Star Wars: Rise of the Resistance,190.0,OPERATING,04-02-2026,16:30,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,16:30,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,16:30,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,16:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,16:30,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,16:45,True
Walt Disney Presents,,OPERATING,04-02-2026,16:45,True
Alien Swirling Saucers,30.0,OPERATING,04-02-2026,16:45,True
Slinky Dog Dash,,DOWN,04-02-2026,16:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,16:45,True
Mickey & Minnie's Runaway Railway,25.0,OPERATING,04-02-2026,16:45,True
Star Wars: Rise of the Resistance,180.0,OPERATING,04-02-2026,16:45,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,16:45,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,16:45,True
Star Tours – The Adventures Continue,20.0,OPERATING,04-02-2026,16:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,16:45,True
Millennium Falcon: Smugglers Run,65.0,OPERATING,04-02-2026,17:00,True
Walt Disney Presents,,OPERATING,04-02-2026,17:00,True
Alien Swirling Saucers,50.0,OPERATING,04-02-2026,17:00,True
Slinky Dog Dash,,DOWN,04-02-2026,17:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,17:00,True
Mickey & Minnie's Runaway Railway,40.0,OPERATING,04-02-2026,17:00,True
Star Wars: Rise of the Resistance,180.0,OPERATING,04-02-2026,17:00,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-02-2026,17:00,True
Toy Story Mania!,50.0,OPERATING,04-02-2026,17:00,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,17:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,17:00,True
Millennium Falcon: Smugglers Run,60.0,OPERATING,04-02-2026,17:15,True
Walt Disney Presents,,OPERATING,04-02-2026,17:15,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,17:15,True
Slinky Dog Dash,60.0,OPERATING,04-02-2026,17:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,17:15,True
Mickey & Minnie's Runaway Railway,40.0,OPERATING,04-02-2026,17:15,True
Star Wars: Rise of the Resistance,155.0,OPERATING,04-02-2026,17:15,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-02-2026,17:15,True
Toy Story Mania!,35.0,OPERATING,04-02-2026,17:15,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,17:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,17:15,True
Millennium Falcon: Smugglers Run,55.0,OPERATING,04-02-2026,17:30,True
Walt Disney Presents,,OPERATING,04-02-2026,17:30,True
Alien Swirling Saucers,30.0,OPERATING,04-02-2026,17:30,True
Slinky Dog Dash,80.0,OPERATING,04-02-2026,17:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,17:30,True
Mickey & Minnie's Runaway Railway,40.0,OPERATING,04-02-2026,17:30,True
Star Wars: Rise of the Resistance,150.0,OPERATING,04-02-2026,17:30,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-02-2026,17:30,True
Toy Story Mania!,35.0,OPERATING,04-02-2026,17:30,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,17:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,17:30,True
Millennium Falcon: Smugglers Run,55.0,OPERATING,04-02-2026,17:45,True
Walt Disney Presents,,OPERATING,04-02-2026,17:45,True
Alien Swirling Saucers,30.0,OPERATING,04-02-2026,17:45,True
Slinky Dog Dash,100.0,OPERATING,04-02-2026,17:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,17:45,True
Mickey & Minnie's Runaway Railway,65.0,OPERATING,04-02-2026,17:45,True
Star Wars: Rise of the Resistance,150.0,OPERATING,04-02-2026,17:45,True
The Twilight Zone™ Tower of Terror,35.0,OPERATING,04-02-2026,17:45,True
Toy Story Mania!,70.0,OPERATING,04-02-2026,17:45,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,17:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,17:45,True
Millennium Falcon: Smugglers Run,50.0,OPERATING,04-02-2026,18:00,True
Walt Disney Presents,,OPERATING,04-02-2026,18:00,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,18:00,True
Slinky Dog Dash,110.0,OPERATING,04-02-2026,18:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,18:00,True
Mickey & Minnie's Runaway Railway,60.0,OPERATING,04-02-2026,18:00,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,18:00,True
The Twilight Zone™ Tower of Terror,55.0,OPERATING,04-02-2026,18:00,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,18:00,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,18:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,18:00,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,18:15,True
Walt Disney Presents,,OPERATING,04-02-2026,18:15,True
Alien Swirling Saucers,40.0,OPERATING,04-02-2026,18:15,True
Slinky Dog Dash,110.0,OPERATING,04-02-2026,18:15,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,18:15,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-02-2026,18:15,True
Star Wars: Rise of the Resistance,165.0,OPERATING,04-02-2026,18:15,True
The Twilight Zone™ Tower of Terror,60.0,OPERATING,04-02-2026,18:15,True
Toy Story Mania!,35.0,OPERATING,04-02-2026,18:15,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,18:15,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,18:15,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,18:30,True
Walt Disney Presents,,OPERATING,04-02-2026,18:30,True
Alien Swirling Saucers,35.0,OPERATING,04-02-2026,18:30,True
Slinky Dog Dash,110.0,OPERATING,04-02-2026,18:30,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,18:30,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-02-2026,18:30,True
Star Wars: Rise of the Resistance,125.0,OPERATING,04-02-2026,18:30,True
The Twilight Zone™ Tower of Terror,45.0,OPERATING,04-02-2026,18:30,True
Toy Story Mania!,45.0,OPERATING,04-02-2026,18:30,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,18:30,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,18:30,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,18:45,True
Walt Disney Presents,,OPERATING,04-02-2026,18:45,True
Alien Swirling Saucers,45.0,OPERATING,04-02-2026,18:45,True
Slinky Dog Dash,110.0,OPERATING,04-02-2026,18:45,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,18:45,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-02-2026,18:45,True
Star Wars: Rise of the Resistance,125.0,OPERATING,04-02-2026,18:45,True
The Twilight Zone™ Tower of Terror,40.0,OPERATING,04-02-2026,18:45,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,18:45,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,18:45,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,18:45,True
Millennium Falcon: Smugglers Run,45.0,OPERATING,04-02-2026,19:00,True
Walt Disney Presents,,OPERATING,04-02-2026,19:00,True
Alien Swirling Saucers,20.0,OPERATING,04-02-2026,19:00,True
Slinky Dog Dash,130.0,OPERATING,04-02-2026,19:00,True
Vacation Fun - An Original Animated Short with Mickey & Minnie,10.0,OPERATING,04-02-2026,19:00,True
Mickey & Minnie's Runaway Railway,45.0,OPERATING,04-02-2026,19:00,True
Star Wars: Rise of the Resistance,125.0,OPERATING,04-02-2026,19:00,True
The Twilight Zone™ Tower of Terror,50.0,OPERATING,04-02-2026,19:00,True
Toy Story Mania!,55.0,OPERATING,04-02-2026,19:00,True
Star Tours – The Adventures Continue,10.0,OPERATING,04-02-2026,19:00,True
Rock 'n' Roller Coaster Starring Aerosmith,,CLOSED,04-02-2026,19:00,True
Millennium Falcon: Smugglers Run,55.0,OPERATING,04-02-2026,19:15,True
Walt Disney Presents,,OPERATING,04-02-2026,19:15,True
